epoch,lr,train_loss,train_nrmse,val_loss,val_nrmse,val_ce,val_rmse,train_ce,train_rmse,train_kl,train_wass,train_total
1,0.001,6.25768180444938,0.9785798846891153,5.354049505506243,966.2093538954601,4.9633975642068044,0.39065194257668084,5.066175824119931,0.397168664096975,0.0,0.0,6.25768180444938
2,0.001,6.196633523824263,0.9639221606930582,5.328267765045166,963.8651961869604,4.938406113215855,0.3898616522550583,5.021882105846794,0.3915838104527013,0.0,0.0,6.196633523824263
3,0.001,6.170792041181707,0.9570662170811106,5.298724283490862,948.9523506155243,4.91621561731611,0.3825087036405291,5.006111349378314,0.3882268946997973,0.0,0.0,6.170792041181707
4,0.001,6.144608552764062,0.947987125211421,5.304205288205828,960.2745076397921,4.915577575138637,0.38862771136420116,4.990505244456181,0.3847010958762396,0.0,0.0,6.144608552764062
5,0.001,6.127613080602114,0.9427091761357338,5.280366005216326,943.2770743627907,4.899651902062552,0.38071410741124834,4.980080491020566,0.3825108552871107,0.0,0.0,6.127613080602114
6,0.001,6.114365600404286,0.9375959428275455,5.262187208448138,937.1359483847438,4.8849960735866,0.37719113656452724,4.971411737454992,0.3809846197666765,0.0,0.0,6.114365600404286
7,0.001,6.101493942494295,0.9341596913711275,5.240309258869716,929.95739962848,4.86663224356515,0.37367702637399947,4.964783554985409,0.3789034660170678,0.0,0.0,6.101493942494295
8,0.001,6.089433695994267,0.9294289663891053,5.258779355457851,937.0364002964129,4.881037868772235,0.3777414709329605,4.9572143976380225,0.37740643028499316,0.0,0.0,6.089433695994267
9,0.001,6.078610248306171,0.9241291879362276,5.2433644362858365,931.3449613866853,4.868458563940866,0.37490589107785904,4.952160212458397,0.37548334663417066,0.0,0.0,6.078610248306171
10,0.001,6.07305061898264,0.9233014847737571,5.243214402879987,932.6800512118432,4.868017510005406,0.37519688052790506,4.94737772714524,0.37522429876587016,0.0,0.0,6.07305061898264
