epoch,epoch_started_at,epoch_finished_at,lr,train_seconds,valid_seconds,epoch_seconds,cumulative_training_seconds,train_loss,train_nrmse,val_loss,val_nrmse,val_ce,val_rmse,train_ce,train_rmse,train_kl,train_wass,train_total
1,2026-06-17T13:25:08Z,2026-06-17T13:25:36Z,0.001,24.1870572459884,3.480629886034876,27.667708421940915,27.668525567976758,6.259196768001634,0.9772721140034176,5.34032609803336,960.5686065708569,4.952921826498849,0.38740427281175344,5.067695643626103,0.39716704706756434,0.0,0.0,6.259196768001634
2,2026-06-17T13:25:36Z,2026-06-17T13:26:04Z,0.001,24.21790264802985,3.4968051200266927,27.71474915696308,55.413190938998014,6.190845982558062,0.9622862152290675,5.303447880063739,952.8440628865551,4.91939492225647,0.3840529663222177,5.020589092150837,0.3900856314873209,0.0,0.0,6.190845982558062
3,2026-06-17T13:26:04Z,2026-06-17T13:26:32Z,0.001,24.170122682931833,3.4410269340733066,27.611198949976824,83.05622629600111,6.1712519944119615,0.9554021958856183,5.291659225736345,946.8667020151743,4.910207871028355,0.3814513538564954,5.005973296911538,0.3884262383795109,0.0,0.0,6.1712519944119615
4,2026-06-17T13:26:32Z,2026-06-17T13:26:59Z,0.001,24.217779313097708,3.4409222250105813,27.658744898973964,110.74934227892663,6.142853811484616,0.94638264192305,5.281511184147426,946.6539209180329,4.899543816702707,0.3819673721279417,4.990756878236524,0.3840323116909079,0.0,0.0,6.142853811484616
5,2026-06-17T13:26:59Z,2026-06-17T13:27:27Z,0.001,24.176255735917948,3.423261870048009,27.59956957399845,138.38274965796154,6.120352384995441,0.9397158666297534,5.265214354651315,936.3640994811233,4.888184315817696,0.37703004266534534,4.975690822212064,0.3815538514228094,0.0,0.0,6.120352384995441
6,2026-06-17T13:27:27Z,2026-06-17T13:27:55Z,0.001,24.17955479794182,3.4792080549523234,27.65881025302224,166.07474892691243,6.102631974382465,0.9338432033032356,5.272315379551479,940.509018179754,4.8932530811854775,0.3790623056037085,4.965811583460594,0.378940131388554,0.0,0.0,6.102631974382465
7,2026-06-17T13:27:55Z,2026-06-17T13:28:22Z,0.001,24.15883108705748,3.4697277379455045,27.62858812091872,193.70430047099944,6.102500205137292,0.9339237544273743,5.255405746187482,937.0950300291698,4.8780167920248845,0.3773889699152538,4.964054192004561,0.379482000863471,0.0,0.0,6.102500205137292
8,2026-06-17T13:28:22Z,2026-06-17T13:28:50Z,0.001,24.172973384032957,3.498814071994275,27.671820258023217,221.3771172639681,6.083490498211919,0.9267081995543937,5.246516942977905,933.0848008390215,4.87140291758946,0.37511402113097053,4.955489632223739,0.3760002942717805,0.0,0.0,6.083490498211919
9,2026-06-17T13:28:50Z,2026-06-17T13:29:18Z,0.001,24.170222377055325,3.4730920529691502,27.64336099801585,249.05164201697335,6.077404018973007,0.9241951126873957,5.228665038517543,924.8839525850735,4.857150949750628,0.37151413474764144,4.951487914234603,0.3753053689895033,0.0,0.0,6.077404018973007
10,2026-06-17T13:29:18Z,2026-06-17T13:29:45Z,0.001,24.153172496939078,3.47734234505333,27.630558384931646,276.717003722908,6.0630396758618,0.9188163697305002,5.250174931117466,940.3593892073961,4.870969670159476,0.3792052354131426,4.94355989637829,0.3731599188580805,0.0,0.0,6.0630396758618
11,2026-06-17T13:29:45Z,2026-06-17T13:30:13Z,0.001,24.18021291901823,3.460854138014838,27.641096833045594,304.3591308959294,6.054664527477861,0.9159479421310273,5.2657683644975934,945.2377085036848,4.883204208101545,0.3825641734259469,4.939699438964428,0.37165502423331853,0.0,0.0,6.054664527477861
12,2026-06-17T13:30:13Z,2026-06-17T13:30:41Z,0.001,24.19856878009159,3.4778714859858155,27.67647923005279,332.0366545820143,6.054471577105879,0.9167852699833466,5.233079705919538,929.9711062851542,4.860013001305717,0.3730667001434735,4.938921565101261,0.37184999974406496,0.0,0.0,6.054471577105879
13,2026-06-17T13:30:41Z,2026-06-17T13:31:08Z,0.001,24.137682227999903,3.46184706594795,27.599561393959448,359.63724582490977,6.0422334606144705,0.9115159155888993,5.222640446254185,925.7637128599683,4.850522511346,0.3721179385270391,4.931560843980232,0.370224208045168,0.0,0.0,6.0422334606144705
14,2026-06-17T13:31:08Z,2026-06-17T13:31:36Z,0.001,24.23215503897518,3.4717492120107636,27.70393710397184,387.3422401889693,6.038784630444585,0.9090972669738149,5.221809775488717,926.167387635033,4.85046501159668,0.3713447511196136,4.929665254086864,0.36970645615032743,0.0,0.0,6.038784630444585
15,2026-06-17T13:31:36Z,2026-06-17T13:32:03Z,0.001,24.19625888997689,3.4460829690797254,27.642371936002746,414.98568263999186,6.030707592866858,0.9074965412875199,5.227997384752546,925.2916546413221,4.856248283386231,0.3717491096683911,4.925877869534655,0.36827657397101526,0.0,0.0,6.030707592866858
16,2026-06-17T13:32:03Z,2026-06-17T13:32:31Z,0.001,24.190536951995455,3.474217692972161,27.66478405892849,442.651556901983,6.025818600946543,0.9038866033802718,5.245695277622768,939.1113491722738,4.867703655787877,0.3779916135328157,4.924433387055689,0.3671284117260758,0.0,0.0,6.025818600946543
17,2026-06-17T13:32:31Z,2026-06-17T13:32:59Z,0.001,24.23135147697758,3.4724037799751386,27.703783701057546,470.35642858198844,6.0169623011634465,0.9011394342649495,5.230716242109026,928.0981234001749,4.85844294003078,0.3722733280488423,4.920192809331985,0.3655898325702771,0.0,0.0,6.0169623011634465
