epoch,lr,train_loss,train_nrmse,val_loss,val_nrmse,val_ce,val_rmse,train_ce,train_rmse,train_kl,train_wass,train_total
1,0.001,6.26626410451876,0.9815071615351411,5.364466054098947,968.0534508412128,4.973322854723249,0.3911431895835059,5.069867795827437,0.3987987661848263,0.0,0.0,6.26626410451876
2,0.001,6.205945024684984,0.9655124675250825,5.344038833890642,961.685195803267,4.95589120728629,0.388147623198373,5.029074623471215,0.3922901321836069,0.0,0.0,6.205945024684984
3,0.001,6.180461426170504,0.9583065333725198,5.339516578401838,966.8604492215329,4.94818834577288,0.3913282471043723,5.012438469192609,0.38934098072603446,0.0,0.0,6.180461426170504
4,0.001,6.155427027721794,0.9499618653278996,5.310924557277135,962.1466775484257,4.923251261029924,0.387673293692725,4.998815208876214,0.3855372835584238,0.0,0.0,6.155427027721794
5,0.001,6.134054258567136,0.9444239089296759,5.280685322625296,946.5475106170222,4.898852913720267,0.38183241827147346,4.985500449226016,0.38285126917216245,0.0,0.0,6.134054258567136
6,0.001,6.115378908559578,0.9376531833740296,5.286537872041975,950.3789691885474,4.903112064089094,0.38342579688344686,4.973789785994964,0.380529707589117,0.0,0.0,6.115378908559578
7,0.001,6.103029783080224,0.932355272560774,5.264499575751168,940.0852655535267,4.886024366106306,0.37847522710050857,4.964928519969084,0.37936708331108093,0.0,0.0,6.103029783080224
8,0.001,6.0926508838627615,0.928803934969397,5.252668987001692,933.2908094333658,4.877437680108207,0.37523131115095953,4.959453851998258,0.3777323432114659,0.0,0.0,6.0926508838627615
9,0.001,6.080343700590587,0.926028822251831,5.247164746693202,932.3893239992731,4.871984992708478,0.37517975739070347,4.954873221261161,0.3751568263079844,0.0,0.0,6.080343700590587
10,0.001,6.071249942390287,0.9226522833606988,5.240704325267247,930.8976836869435,4.866328477859497,0.37437585123947686,4.947780313945952,0.37448988033800706,0.0,0.0,6.071249942390287
