epoch,epoch_started_at,epoch_finished_at,lr,train_seconds,valid_seconds,epoch_seconds,cumulative_training_seconds,train_loss,train_nrmse,val_loss,val_nrmse,val_ce,val_rmse,train_ce,train_rmse,train_kl,train_wass,train_total
1,2026-06-17T12:35:51Z,2026-06-17T12:36:19Z,0.001,24.223545483895577,3.404637950938195,27.628334901994094,27.629661452025175,6.263933175275115,0.9782073320153134,5.343404150009155,961.4365817660191,4.955555684225899,0.38784846365451814,5.07130122671322,0.39754397731249025,0.0,0.0,6.263933175275115
2,2026-06-17T12:36:19Z,2026-06-17T12:36:46Z,0.001,23.958889583940618,3.4160731179872528,27.375009350012988,55.035416631028056,6.19385796825902,0.9632289923960923,5.3100906780787875,954.818286400772,4.925045660563877,0.385045040505273,5.022461485700543,0.3904655014171081,0.0,0.0,6.19385796825902
3,2026-06-17T12:36:46Z,2026-06-17T12:37:14Z,0.001,24.028876925003715,3.462112186010927,27.49104424403049,82.55778557003941,6.175189255046195,0.9565541908079619,5.294229745864868,947.4166446303299,4.912545694623675,0.3816840474094663,5.008484519257838,0.38890156778348545,0.0,0.0,6.175189255046195
4,2026-06-17T12:37:14Z,2026-06-17T12:37:41Z,0.001,24.063563584000804,3.433551121968776,27.497168428031728,110.08743973902892,6.146533022121507,0.9477313890942095,5.286653048651559,951.1481771870342,4.9025841781071255,0.38406885351453507,4.992788798144074,0.38458140711395106,0.0,0.0,6.146533022121507
5,2026-06-17T12:37:41Z,2026-06-17T12:38:09Z,0.001,24.071693022968248,3.4626587739912793,27.53438923798967,137.6228239700431,6.123500804511869,0.9408215147591327,5.274315854481288,939.5471437380427,4.895922013691494,0.378393873998097,4.977494573917519,0.3820020724721506,0.0,0.0,6.123500804511869
6,2026-06-17T12:38:09Z,2026-06-17T12:38:36Z,0.001,24.054661259055138,3.4298424920998514,27.484556281007826,165.13782934704795,6.1060903704896266,0.9351810011643857,5.270717021397182,939.4898956973168,4.89236125264849,0.37835577556065153,4.967641188173878,0.3794830696923392,0.0,0.0,6.1060903704896266
7,2026-06-17T12:38:36Z,2026-06-17T12:39:04Z,0.001,24.04311914392747,3.4276254730066285,27.47080667410046,192.6406504099723,6.103550907705917,0.9341445166630713,5.249843665531704,934.365153871114,4.873940433774676,0.3759032245193209,4.964878630475933,0.3795574234456432,0.0,0.0,6.103550907705917
8,2026-06-17T12:39:04Z,2026-06-17T12:39:31Z,0.001,24.05201288801618,3.422021104954183,27.474096180987544,220.14567391294986,6.086415530872994,0.9277447210158134,5.248306935174124,932.5744938518467,4.8737968240465435,0.37451009580067224,4.957170989237675,0.37641484457619334,0.0,0.0,6.086415530872994
9,2026-06-17T12:39:31Z,2026-06-17T12:39:59Z,0.001,24.099234343972057,3.4501772709190845,27.549460396985523,247.72740287904162,6.079780744046581,0.9251236384278566,5.2282673971993585,925.2392651683646,4.856526742662703,0.3717406736952918,4.952704731298953,0.3756919989780504,0.0,0.0,6.079780744046581
10,2026-06-17T12:39:59Z,2026-06-17T12:40:26Z,0.001,24.21482051804196,3.4423099339473993,27.65719141601585,275.418223139015,6.063694269478726,0.9196859394800199,5.250927066802978,940.1960775209099,4.871835218157087,0.37909181799207414,4.943184625534784,0.3735032156616652,0.0,0.0,6.063694269478726
11,2026-06-17T12:40:26Z,2026-06-17T12:40:54Z,0.001,24.120445739943534,3.465538516989909,27.58601860201452,303.00531284697354,6.055456807013272,0.9162425378979853,5.271935026986259,948.8000480948288,4.887905645370483,0.3840293811900275,4.940092115986104,0.3717882341268111,0.0,0.0,6.055456807013272
12,2026-06-17T12:40:54Z,2026-06-17T12:41:22Z,0.001,24.15081810601987,3.486004133010283,27.636853137984872,330.643224927946,6.056201179011339,0.9173679991562366,5.225768491200038,925.3866291011635,4.85463559286935,0.3711329091872488,4.939951666358377,0.37208316399126634,0.0,0.0,6.056201179011339
13,2026-06-17T12:41:22Z,2026-06-17T12:41:49Z,0.001,24.098890981986187,3.443461677990854,27.54238314810209,358.1866414210526,6.044752581589887,0.9123069934354976,5.227041121891567,927.235044647193,4.854635613305228,0.3724054787840162,4.933176183376182,0.3705254610703916,0.0,0.0,6.044752581589887
14,2026-06-17T12:41:49Z,2026-06-17T12:42:17Z,0.001,24.114004590082914,3.465990187949501,27.580027951975353,385.767740470008,6.040006465652362,0.9098508411426688,5.220697689056396,925.4785224058262,4.849030719484602,0.3716669976711273,4.929931942297488,0.3700248374014485,0.0,0.0,6.040006465652362
15,2026-06-17T12:42:17Z,2026-06-17T12:42:44Z,0.001,24.127758482005447,3.463406873983331,27.591197435976937,413.3599889150355,6.032507218471189,0.908170464119806,5.225118126188006,925.0333229360078,4.8533216544560025,0.37179648194994247,4.9269268528944785,0.36852678920136017,0.0,0.0,6.032507218471189
16,2026-06-17T12:42:44Z,2026-06-17T12:43:12Z,0.001,24.19520624296274,3.4730776180513203,27.668333263951354,441.0617577750236,6.028426212518394,0.9054709770972428,5.233337450027466,930.525450982696,4.859824745995658,0.3735127432005746,4.92505914337781,0.3677890262230724,0.0,0.0,6.028426212518394
17,2026-06-17T12:43:12Z,2026-06-17T12:43:40Z,0.001,24.195243694004603,3.4979393060784787,27.69322007894516,468.7560723760398,6.01928710613121,0.9020747866844127,5.221471084867205,926.3604307311772,4.850680412564959,0.3707907023174422,4.921437237538448,0.3659499532916919,0.0,0.0,6.01928710613121
18,2026-06-17T12:43:40Z,2026-06-17T12:44:07Z,0.001,24.17700262996368,3.490477592917159,27.66751088190358,496.4246645029634,6.009864116201595,0.8962748327267799,5.229486499513898,930.3003152415229,4.856194972991943,0.37329153120517733,4.916988343608622,0.3642919284551322,0.0,0.0,6.009864116201595
19,2026-06-17T12:44:07Z,2026-06-17T12:44:35Z,0.001,24.164825859013945,3.4578240850241855,27.622680541011505,524.0484536519507,6.003126575833275,0.8949759085903051,5.253314903804234,941.5631740110257,4.8739117281777515,0.3794031479528972,4.913222277245554,0.3633014320516262,0.0,0.0,6.003126575833275
20,2026-06-17T12:44:35Z,2026-06-17T12:45:03Z,0.001,24.168091948959045,3.4584457780001685,27.62657040997874,551.6761630569817,6.002412312695769,0.8943742283083663,5.2269774913787845,932.2557937412929,4.852978004728045,0.37399948750223433,4.913830101895495,0.36286073578458256,0.0,0.0,6.002412312695769
21,2026-06-17T12:45:03Z,2026-06-17T12:45:30Z,0.001,24.142880755010992,3.467924822936766,27.61083569494076,579.2881244620075,5.990727959846963,0.8886148313880557,5.281718737738473,962.2657436446032,4.894569982801165,0.38714875962053025,4.908015692315134,0.3609040908667506,0.0,0.0,5.990727959846963
22,2026-06-17T12:45:30Z,2026-06-17T12:45:58Z,0.001,24.137678481987678,3.4664801980834454,27.60419247392565,606.8934771009954,5.992626728654718,0.8893329573656724,5.230871248245239,930.8805573627484,4.856829738616943,0.37404149557862965,4.9088747452716435,0.3612506616683233,0.0,0.0,5.992626728654718
23,2026-06-17T12:45:58Z,2026-06-17T12:46:26Z,0.001,24.08245642099064,3.4620622290531173,27.544555920991115,634.4391945590032,5.977853522008779,0.8843785951400368,5.236851957866124,935.1584523474604,4.861260802405221,0.37559115418366024,4.901687427442901,0.35872203659038154,0.0,0.0,5.977853522008779
