epoch,lr,train_loss,train_nrmse,val_loss,val_nrmse,val_ce,val_rmse,train_ce,train_rmse,train_kl,train_wass,train_total
62,0.001,6.100270050723537,0.9128147844217114,5.317952857698713,940.8379371240057,4.939159876959664,0.37879299649170467,4.989518882466012,0.37025039496065,0.0,0.0,6.100270050723537
63,0.001,6.102508505996393,0.9130144496460366,5.316213199070522,943.2687652050989,4.935598264421736,0.380614943589483,4.99080008876567,0.37056947078834584,0.0,0.0,6.102508505996393
64,0.001,6.10175608939865,0.911693309134026,5.302756404876709,936.7573437108201,4.926172658375331,0.3765837396894183,4.989240279814013,0.3708386027894052,0.0,0.0,6.10175608939865
65,0.001,6.098321911429061,0.9106654405977243,5.316528313500541,940.5405413485427,4.9377432005746025,0.3787850950445448,4.988313626269905,0.37000276422014045,0.0,0.0,6.098321911429061
66,0.001,6.095762908053236,0.9093501223499212,5.2931084700993125,932.7032883250835,4.918301282610212,0.37480719898428233,4.987478784963387,0.3694280375834225,0.0,0.0,6.095762908053236
67,0.001,6.095805440630231,0.9091423329964405,5.301180015291487,936.4943189094182,4.9245248181479315,0.3766551728759493,4.9880801674460065,0.36924176212070753,0.0,0.0,6.095805440630231
68,0.001,6.091703012687009,0.9083842610349195,5.307639176504953,942.908965336574,4.928092895235334,0.3795462961707796,4.984618939510008,0.3690280225001225,0.0,0.0,6.091703012687009
69,0.001,6.090925242625127,0.9080140065700182,5.304948111942836,941.5853073730754,4.925658927645002,0.37928921665464127,4.985685786422418,0.3684131519324115,0.0,0.0,6.090925242625127
70,0.001,6.091443201311591,0.9078458548360026,5.3080094064985,940.2610196599456,4.929307522092547,0.37870190271309445,4.983852010194947,0.3691970643137588,0.0,0.0,6.091443201311591
71,0.001,6.085047919733995,0.9055042649426842,5.322582517351423,950.9009667758322,4.939157840183803,0.38342467716761996,4.981798035757882,0.3677499715973731,0.0,0.0,6.085047919733995
72,0.001,6.090949233697385,0.9076771938692944,5.302404178891863,935.3995137892173,4.926572922297886,0.3758312766041074,4.984920443320761,0.36867626203971654,0.0,0.0,6.090949233697385
73,0.001,6.083561144718508,0.903361122281784,5.303096144539969,938.553630662618,4.924866764886039,0.3782293932778495,4.980898221333821,0.3675543104304748,0.0,0.0,6.083561144718508
74,0.001,6.083602279221931,0.9052905624070036,5.322546986171178,950.4091946677962,4.938928753989083,0.3836182381425585,4.980916863396054,0.3675618084515033,0.0,0.0,6.083602279221931
75,0.001,6.0898612794421965,0.9067881064066158,5.303650188446045,934.2992378380475,4.928552661623273,0.3750975149018424,4.985379339075413,0.3681606461807173,0.0,0.0,6.0898612794421965
76,0.001,6.082572975937201,0.9048113578852952,5.325745276042393,947.2257785430702,4.943698351723807,0.38204693155629293,4.980923483971836,0.3672164952268406,0.0,0.0,6.082572975937201
77,0.001,6.079574666055692,0.9034829584671547,5.311245686667306,937.9583207646554,4.934204639707293,0.37704102311815535,4.979358968280611,0.36673856997976495,0.0,0.0,6.079574666055692
78,0.001,6.076341976113871,0.9021021703021835,5.3186770575387134,947.6392719360064,4.9361169746943885,0.3825600756066186,4.9785000807574,0.36594730027678873,0.0,0.0,6.076341976113871
79,0.001,6.080668880825951,0.9038905255359843,5.312693132672991,940.6773460695482,4.934400401796613,0.37829273300511496,4.978799252283006,0.3672898843580363,0.0,0.0,6.080668880825951
80,0.001,6.0749892150463705,0.9004361474741607,5.2987309864589145,935.8859413713529,4.922498607635498,0.3762323835066387,4.978562549668915,0.36547555100350154,0.0,0.0,6.0749892150463705
81,0.001,6.070747985320837,0.8998969956746399,5.3097526005336215,941.8844734392385,4.930419853755406,0.3793327535901751,4.975812555170384,0.3649784849614513,0.0,0.0,6.070747985320837
82,0.0005,6.08334122547487,0.9050320754067113,5.296719476154872,933.5926946780633,4.921253183909825,0.3754662850073406,4.980848023680602,0.3674977332556329,0.0,0.0,6.08334122547487
83,0.0005,6.080204026228716,0.9035854944854907,5.31786458832877,942.1261048549864,4.938370391300746,0.3794941587107522,4.979086142818944,0.3670392991328726,0.0,0.0,6.080204026228716
84,0.0005,6.080634253365653,0.9032244672591815,5.30442705154419,940.7678578659569,4.9252874987465995,0.3791395579065595,4.9793840719729054,0.367083401907058,0.0,0.0,6.080634253365653
85,0.0005,6.07940318633099,0.903123533761261,5.303535345622471,937.8778264403084,4.925889546530588,0.3776458033493587,4.979635134846175,0.3665893499543067,0.0,0.0,6.07940318633099
86,0.0005,6.081161683919478,0.9044581732500682,5.306776087624686,938.8362628244231,4.928874376841954,0.3779017312186105,4.979037745469282,0.36737464642038153,0.0,0.0,6.081161683919478
87,0.0005,6.07530266898019,0.9015990435443166,5.307552773611886,938.9653874870353,4.929299075262887,0.37825368429933276,4.977020931892654,0.36609390945661635,0.0,0.0,6.07530266898019
88,0.0005,6.073870960547,0.9012010542785435,5.305075965608869,940.7637388710637,4.926066848209926,0.37900910803249904,4.977842288763345,0.36534288971602513,0.0,0.0,6.073870960547
89,0.0005,6.075055355928382,0.9017681457265065,5.301709454400199,937.9566364593396,4.924153886522565,0.377555587887764,4.9782278618845,0.3656091596804509,0.0,0.0,6.075055355928382
90,0.0005,6.070933390636833,0.8980720514449443,5.296845858437674,934.7772898741946,4.9208449976784845,0.37600086842264446,4.975750673384893,0.3650609066291731,0.0,0.0,6.070933390636833
91,0.0005,6.072948867771902,0.9002571528130409,5.304240145002093,939.9921642197294,4.925825813838414,0.37841431157929556,4.97668238075412,0.36542216652915593,0.0,0.0,6.072948867771902
92,0.0005,6.07380773583237,0.8987397911975508,5.3134861809866765,943.5085541232406,4.933336421421596,0.3801497770207269,4.977313171438619,0.3654981800893537,0.0,0.0,6.07380773583237
93,0.0005,6.065318665536894,0.8968880050697591,5.299017122813633,934.6980336431817,4.923177303586687,0.3758398290191378,4.974275696034334,0.3636809861173435,0.0,0.0,6.065318665536894
94,0.0005,6.0655558741822535,0.8963609057338532,5.319637584686279,950.5466012729981,4.935966198784964,0.3836713969707489,4.97257339711092,0.3643274866804785,0.0,0.0,6.0655558741822535
95,0.0005,6.069527181638342,0.8985191437679223,5.311659445081438,944.7394539152648,4.9310538155691965,0.3806056418589183,4.975278380776749,0.36474959623245967,0.0,0.0,6.069527181638342
96,0.0005,6.07052805634583,0.8980239061692037,5.309101670128959,940.7901829428421,4.930429199763707,0.3786724703652518,4.97652007122429,0.3646693286441621,0.0,0.0,6.07052805634583
97,0.00025,6.081400582579528,0.9061054391521883,5.30060294015067,937.9579867015714,4.923109122685024,0.3774938349212919,4.979095154068097,0.3674351378363006,0.0,0.0,6.081400582579528
98,0.00025,6.0744119598751976,0.901262722063211,5.306901284626552,942.3064197351894,4.927176809310913,0.3797245021377291,4.976004198294919,0.3661359159313903,0.0,0.0,6.0744119598751976
99,0.00025,6.071919557999592,0.900178882440235,5.301112420218331,935.5330795331071,4.924893733433315,0.3762187327657427,4.975439230600993,0.36549344456114735,0.0,0.0,6.071919557999592
100,0.00025,6.072185386605814,0.8986597642587141,5.301636907032558,935.0710201465466,4.92587490762983,0.3757619832243238,4.976639676256244,0.36518190405806716,0.0,0.0,6.072185386605814
101,0.00025,6.071733685577808,0.899457756025789,5.3125383649553575,938.0758046715953,4.935236379078456,0.3773019735302244,4.974923840996359,0.3656032839599921,0.0,0.0,6.071733685577808
102,0.00025,6.071383054564599,0.9001927754361948,5.304482916423253,940.102670807696,4.925937059947422,0.3785458705254963,4.9754121027836185,0.36532364978271276,0.0,0.0,6.071383054564599
103,0.00025,6.07193474866906,0.8994369000702167,5.307200384140015,936.776970775107,4.930110672542027,0.37708971074649267,4.975482531956264,0.36548406433086006,0.0,0.0,6.07193474866906
104,0.00025,6.0718148030391355,0.9002117810996589,5.302873195920672,937.5013647793286,4.925570549283709,0.37730263301304406,4.975318214520305,0.3654988726385597,0.0,0.0,6.0718148030391355
105,0.00025,6.06736032979018,0.898320795797596,5.3059437956128805,940.3639621137808,4.9272637299128945,0.3786800780466625,4.974343348522575,0.36433898814681437,0.0,0.0,6.06736032979018
106,0.00025,6.064890258166255,0.8967455062202008,5.312855134691511,938.8566822844319,4.934844561985561,0.37801054545811247,4.9730436818129355,0.36394886175791424,0.0,0.0,6.064890258166255
107,0.00025,6.0664390252560985,0.8971847303487538,5.311735882077898,943.4876714580581,4.931151369639806,0.38058452010154725,4.973280845045233,0.3643860555424982,0.0,0.0,6.0664390252560985
108,0.00025,6.063245591663179,0.8962319712056638,5.298489591053554,934.9668590774545,4.922813762937273,0.37567584940365384,4.972525622568974,0.3635733303975086,0.0,0.0,6.063245591663179
109,0.00025,6.060181912921724,0.8952524195132139,5.316077763693674,946.1064218565857,4.934505523954119,0.38157222654138295,4.970239736595932,0.3633140570857898,0.0,0.0,6.060181912921724
110,0.00025,6.060302932246202,0.8951074453433044,5.310888937541416,942.1695349043738,4.931334011895316,0.37955494693347386,4.971884626920532,0.3628061018428024,0.0,0.0,6.060302932246202
111,0.00025,6.06688978882874,0.8959538036381486,5.307486738477435,941.5396090894112,4.92828221321106,0.379204541019031,4.973157642649955,0.36457738604675344,0.0,0.0,6.06688978882874
112,0.000125,6.078737622215634,0.9043331188941341,5.299830402646746,938.0390296500983,4.922058473314558,0.37777191741125926,4.977967194148472,0.3669234804150199,0.0,0.0,6.078737622215634
113,0.000125,6.0787354229258845,0.9037406243626815,5.294733360835484,935.3986861989579,4.9185736315590995,0.37615973736558644,4.977778843470982,0.3669855268228622,0.0,0.0,6.0787354229258845
114,0.000125,6.0726455150007395,0.901896728997483,5.299393374579293,937.1740272128151,4.9223829405648365,0.3770104059151241,4.975717275321078,0.3656427479114662,0.0,0.0,6.0726455150007395
115,0.000125,6.068427776803776,0.8991597504021853,5.30110605103629,936.817544209865,4.924157578604562,0.3769484383719308,4.9736076601508525,0.36494004199294006,0.0,0.0,6.068427776803776
116,0.000125,6.072329511447829,0.9005500622196492,5.2989423479352675,936.2300573444136,4.922360209056309,0.3765821214233126,4.975592736484242,0.365578923501125,0.0,0.0,6.072329511447829
117,0.000125,6.068030331410518,0.89942280784006,5.301213216781616,936.3923575916203,4.924407713753837,0.3768055021762848,4.973732312520345,0.36476600818893534,0.0,0.0,6.068030331410518
118,0.000125,6.066575384464394,0.8981222873753314,5.306822763170515,941.0194366837701,4.927718796048846,0.3791039675474167,4.973315397898356,0.3644199943055912,0.0,0.0,6.066575384464394
119,0.000125,6.071681973074569,0.900216838149377,5.297822959082467,936.9583454222,4.920906339372907,0.3769166256700243,4.975194016281439,0.3654959818132881,0.0,0.0,6.071681973074569
120,0.000125,6.066249244067134,0.8981405650349847,5.3026260648454935,935.9619822360193,4.9261627129146035,0.3764633583171027,4.9717451147481695,0.36483470679951363,0.0,0.0,6.066249244067134
